205	199	12	15	
201	203	13	15	
198	207	13	15	
195	211	13	15	
192	216	14	14	
184	219	14	14	
176	223	15	14	
168	227	15	14	
161	231	15	14	
157	227	15	14	
153	224	15	14	
149	221	16	14	
145	218	16	14	
142	215	16	14	
142	216	16	14	
143	217	15	14	
143	218	15	14	
144	219	15	14	
147	224	15	14	
151	229	15	14	
154	234	16	14	
158	240	16	14	
161	234	15	14	
164	229	14	14	
167	224	14	14	
165	223	14	13	
163	223	15	12	
161	223	16	11	
157	226	15	12	
153	229	14	14	
149	233	13	15	
145	232	14	15	
141	232	15	15	
137	232	16	15	
134	232	16	15	
132	232	16	15	
131	233	16	15	
130	233	15	16	
129	234	15	16	
130	233	15	15	
132	232	15	15	
133	231	16	14	
135	230	16	14	
135	231	16	14	
135	233	16	13	
135	234	16	13	
136	236	16	12	
134	233	16	14	
132	231	17	15	
130	229	18	17	
130	227	17	16	
131	225	15	15	
132	224	14	14	
133	224	15	14	
134	225	16	14	
135	226	17	14	
142	230	16	14	
150	234	15	15	
158	239	14	15	
163	234	15	15	
169	229	15	15	
174	224	16	15	
180	219	17	16	
184	216	16	16	
188	214	16	15	
192	211	16	15	
196	209	16	15	
199	207	16	15	
202	206	16	14	
205	204	16	14	
208	203	16	13	
205	205	17	14	
203	207	17	15	
201	209	17	16	
199	212	17	16	
192	219	18	15	
186	226	18	15	
180	233	18	15	
174	240	18	15	
170	235	18	15	
166	230	18	15	
162	225	18	15	
159	220	17	16	
156	215	17	15	
154	210	17	14	
152	205	17	13	
151	200	17	14	
151	195	16	15	
151	191	16	16	
152	187	16	17	
154	184	15	17	
156	181	15	18	
156	181	16	19	
157	181	16	21	
158	181	17	23	
158	188	17	22	
158	195	17	21	
158	202	17	20	
158	209	17	19	
159	216	16	18	
159	218	16	17	
159	220	16	17	
159	222	16	16	
159	224	16	16	
158	217	17	16	
158	210	18	16	
157	203	19	16	
157	196	20	17	
157	193	19	17	
157	190	19	17	
157	187	19	17	
157	185	19	17	
157	183	19	17	
158	182	18	17	
158	183	18	17	
158	185	18	17	
159	187	18	17	
160	193	19	17	
162	200	19	16	
164	207	19	16	
167	215	18	17	
170	224	18	17	
174	233	17	17	
177	226	16	17	
180	220	15	16	
183	213	14	16	
186	207	13	16	
188	202	14	16	
191	197	14	16	
194	193	15	15	
195	190	15	15	
196	187	16	16	
197	184	17	16	
199	182	17	16	
198	181	17	16	
198	180	17	17	
197	179	17	18	
197	179	17	18	
194	187	16	18	
192	195	15	18	
190	203	14	18	
183	208	13	17	
176	213	13	16	
169	219	13	14	
164	218	14	15	
160	218	14	16	
156	217	14	17	
152	217	15	18	
148	211	15	17	
144	205	16	16	
141	199	16	15	
139	195	16	15	
137	192	16	15	
135	189	16	15	
131	188	18	15	
128	187	20	15	
125	186	22	15	
125	186	21	15	
126	186	19	16	
127	186	18	17	
127	192	18	16	
128	198	17	15	
129	204	17	14	
132	211	17	15	
135	218	17	16	
138	226	17	17	
141	227	17	16	
145	229	17	15	
149	231	17	14	
152	225	16	15	
155	220	16	16	
158	215	15	17	
161	210	15	18	
157	216	15	17	
153	222	16	17	
149	228	17	17	
144	228	18	17	
139	228	19	17	
135	229	20	16	
133	225	20	16	
131	222	20	16	
129	219	20	16	
137	225	19	16	
145	231	19	16	
154	238	18	16	
163	230	18	17	
172	223	18	17	
182	216	18	17	
187	212	17	16	
193	209	16	15	
199	206	15	14	
197	208	15	15	
195	210	15	16	
194	213	15	16	
180	220	16	16	
166	227	17	16	
152	234	19	16	
144	227	20	15	
137	220	20	15	
130	213	21	15	
130	208	20	16	
130	203	19	18	
131	199	18	19	
135	206	17	19	
139	213	17	19	
144	221	16	18	
146	222	16	17	
149	223	15	16	
152	224	15	16	
158	225	16	18	
164	226	17	20	
171	228	17	21	
178	225	17	20	
186	222	16	19	
194	220	15	17	
192	220	16	17	
191	221	17	17	
190	221	18	18	
189	222	19	18	
178	222	18	18	
167	223	17	17	
156	224	16	16	
151	215	17	17	
146	207	18	18	
142	199	19	19	
139	195	18	18	
136	191	18	17	
133	188	18	16	
134	187	17	17	
135	187	16	18	
137	187	14	19	
136	199	16	18	
136	212	17	17	
136	225	19	16	
137	221	18	16	
138	217	17	17	
139	213	17	18	
142	213	17	18	
145	214	18	17	
148	215	19	16	
152	216	19	16	
159	221	20	15	
166	226	21	15	
174	232	21	14	
180	225	19	15	
186	219	17	15	
192	212	15	16	
198	206	13	17	
198	202	15	16	
198	199	17	15	
199	196	19	14	
196	196	19	15	
193	196	19	16	
191	197	18	17	
183	211	18	15	
176	225	17	13	
169	239	17	12	
162	230	16	13	
155	221	16	14	
149	213	15	15	
144	205	15	15	
139	197	16	15	
134	189	17	16	
126	185	19	17	
118	181	21	19	
111	177	22	21	
117	177	22	20	
123	177	22	19	
129	177	22	19	
128	187	21	17	
127	197	20	16	
127	207	18	15	
129	208	17	15	
131	210	17	15	
133	212	17	14	
135	214	17	14	
133	210	17	14	
131	206	18	14	
129	202	19	14	
128	199	19	14	
126	201	18	14	
124	203	18	15	
123	206	16	15	
121	208	16	16	
120	211	15	16	
122	212	15	15	
125	214	15	14	
127	215	16	14	
130	217	16	13	
132	213	16	14	
135	210	16	14	
