186	213	12	13	
181	218	13	13	
176	224	13	13	
171	229	13	13	
166	234	14	12	
162	239	14	12	
156	238	14	13	
151	236	13	13	
146	235	13	14	
141	234	13	14	
136	233	12	14	
134	231	13	14	
132	229	13	13	
130	227	13	13	
128	226	13	12	
129	228	13	12	
131	231	13	13	
132	233	13	13	
133	236	12	13	
137	237	13	13	
141	239	13	12	
144	241	13	12	
148	243	13	12	
148	240	13	12	
149	238	14	13	
149	235	14	13	
150	233	14	14	
145	235	14	14	
141	238	14	13	
136	241	14	13	
132	244	14	13	
129	243	13	13	
125	242	13	12	
122	241	13	12	
118	240	13	12	
115	239	12	11	
115	242	13	12	
116	244	14	13	
116	247	15	14	
117	250	15	15	
119	246	15	15	
120	243	14	15	
122	240	13	15	
124	237	13	15	
123	240	13	14	
123	243	13	14	
122	246	13	13	
122	249	13	13	
121	246	13	13	
120	243	13	13	
119	240	13	13	
118	237	13	13	
119	237	14	13	
120	238	14	12	
121	238	15	12	
122	239	16	12	
128	239	16	12	
135	239	15	12	
142	239	15	12	
149	239	14	13	
156	239	14	13	
160	236	13	13	
164	233	13	13	
169	230	13	13	
173	227	13	13	
177	224	12	12	
179	222	12	13	
182	220	13	13	
185	218	13	13	
187	216	13	13	
190	214	13	13	
187	218	13	13	
184	222	14	14	
181	225	14	14	
178	229	15	14	
175	233	15	14	
170	236	15	14	
165	239	14	14	
160	242	14	14	
155	245	14	14	
152	240	14	14	
149	236	14	14	
146	231	14	15	
143	227	13	15	
140	223	13	15	
140	219	13	14	
139	215	13	14	
139	211	13	13	
139	207	13	13	
139	203	13	12	
140	202	13	13	
141	202	13	13	
142	201	13	13	
143	200	13	13	
144	199	13	14	
144	205	13	14	
144	212	14	14	
145	218	14	14	
145	225	14	14	
146	231	15	14	
145	232	14	13	
145	233	14	13	
145	234	14	13	
145	236	13	12	
145	230	13	12	
144	224	13	11	
144	218	13	11	
144	212	13	11	
143	209	14	11	
143	206	14	12	
143	203	15	13	
142	200	15	13	
142	197	15	14	
142	199	15	14	
143	201	15	14	
143	203	15	14	
143	205	15	15	
146	213	16	14	
148	221	16	13	
150	228	17	12	
153	236	17	11	
155	234	16	11	
158	233	15	12	
161	231	15	12	
164	229	14	13	
166	228	13	13	
169	222	13	13	
172	217	13	13	
174	212	12	13	
177	206	12	13	
180	201	12	13	
180	199	12	13	
181	198	12	14	
182	197	12	14	
183	195	12	14	
183	194	12	14	
180	196	13	14	
177	198	13	14	
173	200	14	13	
170	202	14	13	
165	211	14	12	
160	220	13	12	
155	229	13	11	
150	238	12	11	
146	235	13	12	
142	233	13	12	
139	230	14	13	
135	227	14	14	
131	222	15	14	
128	217	15	14	
124	212	16	14	
120	207	16	14	
119	205	15	13	
118	202	15	13	
116	200	14	13	
115	198	13	13	
115	199	14	13	
114	200	14	13	
114	202	15	13	
114	203	16	14	
113	204	16	14	
115	211	16	13	
117	217	15	13	
119	224	15	13	
120	230	14	13	
124	230	14	13	
127	229	15	13	
130	229	15	14	
133	229	15	14	
137	228	15	14	
140	228	15	14	
139	231	15	14	
138	234	14	13	
138	237	14	12	
137	240	13	11	
136	243	13	11	
131	240	14	12	
127	238	14	13	
122	235	15	14	
117	233	15	15	
121	236	14	14	
125	239	13	14	
129	241	12	14	
133	244	11	13	
142	240	11	13	
150	236	12	13	
158	232	12	13	
166	229	13	12	
169	227	14	12	
172	225	14	12	
174	223	15	13	
177	221	16	13	
180	219	16	13	
169	225	16	13	
158	231	15	13	
148	238	14	12	
137	244	14	12	
132	238	13	13	
128	231	13	14	
123	224	13	15	
119	217	13	15	
121	222	13	15	
124	227	14	15	
127	232	15	14	
129	236	15	14	
132	241	16	14	
135	240	16	14	
138	238	15	14	
141	237	14	14	
144	235	14	14	
147	234	13	14	
154	233	13	14	
160	231	14	14	
167	230	14	13	
174	229	15	13	
181	228	15	13	
175	230	15	13	
169	232	14	14	
163	234	14	15	
157	236	13	15	
152	238	13	16	
147	233	13	15	
142	227	14	15	
137	222	14	14	
132	217	15	13	
127	212	15	12	
122	207	15	11	
122	208	15	11	
122	209	15	12	
122	210	15	12	
123	211	15	12	
123	212	15	12	
124	218	15	12	
125	224	14	12	
125	230	14	13	
126	236	14	13	
130	235	14	13	
134	235	14	12	
138	234	14	12	
141	234	14	12	
145	233	14	12	
151	231	14	12	
156	229	14	13	
162	227	14	14	
167	225	14	14	
173	223	14	15	
179	221	14	16	
179	219	14	15	
179	217	14	14	
179	215	14	13	
179	213	15	12	
179	211	15	11	
179	210	15	10	
172	212	15	11	
165	215	15	12	
159	218	14	12	
152	221	14	13	
146	224	13	13	
139	227	13	14	
135	221	13	14	
131	216	13	14	
126	210	13	14	
122	204	14	14	
118	198	14	14	
114	193	14	14	
113	194	14	15	
113	195	15	15	
113	196	15	16	
112	198	16	17	
112	199	16	17	
114	206	16	17	
116	212	15	16	
118	219	15	15	
120	225	15	15	
122	232	14	14	
121	227	15	15	
119	223	16	16	
118	218	16	16	
116	214	17	17	
115	209	18	18	
114	212	17	17	
112	216	17	17	
111	219	17	16	
109	223	16	16	
108	226	16	15	
111	225	15	15	
113	224	15	14	
116	223	14	13	
119	222	13	12	
122	221	12	11	
123	225	13	11	
125	229	13	12	
126	232	13	13	
128	236	14	13	
129	240	14	14	
128	235	14	13	
127	229	15	13	
126	223	15	13	
125	218	15	13	
126	216	14	14	
128	214	14	15	
129	212	14	16	
130	210	14	17	
132	209	13	18	
137	213	13	17	
142	218	13	16	
147	223	13	15	
153	228	13	14	
158	232	13	13	
163	237	13	12	
166	231	14	12	
170	225	14	12	
173	219	15	12	
176	212	15	12	
179	206	15	13	
176	209	15	13	
174	213	15	13	
171	216	14	13	
169	220	14	14	
166	223	13	14	
164	227	13	14	
158	223	13	13	
152	219	13	13	
146	216	13	12	
139	212	13	12	
133	208	13	11	
127	204	13	11	
126	204	12	11	
124	204	12	11	
122	204	12	11	
120	204	12	11	
119	204	11	11	
121	208	12	10	
123	211	12	10	
125	214	13	10	
127	217	13	9	
129	221	14	9	
132	224	14	9	
132	217	14	10	
133	211	14	12	
134	204	14	14	
135	198	14	16	
131	197	14	15	
127	196	14	15	
123	195	14	15	
119	194	14	14	
115	193	14	14	
112	193	14	14	
114	195	13	14	
116	198	13	13	
118	201	13	13	
120	204	13	13	
122	207	13	13	
126	213	13	13	
131	218	13	14	
136	223	13	14	
141	229	13	14	
146	234	13	14	
150	229	12	14	
153	223	11	13	
156	218	11	12	
160	212	10	11	
157	216	10	11	
155	220	10	11	
152	225	11	11	
149	229	11	11	
147	233	11	11	
142	230	11	11	
137	228	12	11	
133	225	12	10	
128	222	12	10	
133	225	12	10	
137	228	12	10	
142	230	12	10	
146	233	12	10	
151	236	11	9	
155	239	11	9	
159	234	12	10	
164	230	12	10	
168	226	12	10	
172	222	12	11	
176	217	13	11	
170	221	12	12	
163	225	12	12	
157	229	12	13	
150	232	11	14	
144	236	11	14	
140	233	11	14	
137	230	11	14	
133	227	11	13	
129	224	11	13	
126	221	11	13	
122	219	11	12	
123	221	12	12	
125	224	12	11	
126	227	13	11	
128	229	14	10	
129	232	15	9	
130	227	14	9	
131	222	14	10	
132	217	14	10	
133	212	13	10	
135	207	13	10	
137	209	13	10	
140	210	13	10	
142	211	13	10	
145	212	14	11	
147	214	14	11	
151	214	13	11	
155	215	13	11	
159	215	13	11	
163	216	13	11	
167	216	13	12	
172	217	13	12	
170	218	13	12	
168	220	13	11	
166	222	13	11	
164	223	13	11	
157	224	13	11	
151	226	13	11	
144	227	13	10	
138	228	14	10	
136	225	13	10	
133	221	12	10	
131	218	11	11	
128	215	11	11	
132	220	11	11	
136	224	11	12	
140	229	12	12	
144	233	12	13	
148	238	12	14	
153	233	13	14	
158	229	13	14	
163	224	13	14	
169	220	14	14	
171	223	13	13	
174	227	13	12	
177	231	13	11	
180	235	13	10	
183	239	13	9	
185	235	13	11	
188	232	13	12	
190	229	13	13	
193	226	13	14	
196	223	13	15	
199	225	12	15	
202	227	12	14	
205	230	11	13	
208	232	10	13	
211	234	10	12	
213	233	10	11	
215	232	10	11	
218	231	10	11	
220	230	11	10	
222	230	11	10	
223	226	11	10	
224	223	12	10	
225	220	12	10	
226	217	12	11	
227	214	12	11	
225	211	13	11	
223	208	13	11	
222	205	13	11	
220	202	13	11	
218	199	13	11	
212	200	13	11	
207	200	12	11	
201	201	12	10	
196	201	12	10	
190	202	11	10	
185	203	11	10	
186	209	11	10	
187	215	12	11	
188	222	12	11	
190	228	13	11	
191	234	13	11	
194	227	13	12	
198	219	13	12	
201	211	14	12	
204	204	14	12	
204	201	14	13	
203	199	14	14	
203	197	14	16	
202	194	14	17	
202	192	15	18	
196	200	14	17	
191	208	14	16	
186	216	14	15	
180	223	13	15	
175	231	13	14	
170	239	12	13	
167	234	12	13	
164	228	12	13	
161	223	11	14	
158	217	11	14	
155	212	11	14	
154	217	11	14	
153	223	11	14	
152	229	11	14	
152	235	11	14	
151	233	11	13	
150	231	11	12	
150	229	11	10	
149	227	12	9	
149	226	12	8	
151	226	12	9	
153	227	12	9	
155	228	13	9	
158	229	13	10	
160	230	14	10	
157	231	13	10	
154	231	12	11	
152	232	12	11	
149	232	11	11	
146	233	10	11	
147	234	11	12	
147	235	12	12	
147	236	13	12	
147	237	14	12	
152	234	13	12	
156	231	13	11	
161	228	12	11	
166	225	12	11	
170	222	11	11	
167	225	12	11	
163	227	13	11	
159	230	13	11	
156	233	14	11	
152	236	14	11	
148	232	14	10	
143	228	14	10	
139	224	14	10	
134	220	13	10	
130	216	13	10	
128	213	13	11	
127	211	12	11	
126	208	11	11	
125	206	11	12	
125	212	11	11	
125	219	11	11	
125	225	12	11	
125	231	12	10	
127	227	12	10	
128	223	13	11	
130	219	14	11	
132	215	14	11	
131	210	13	11	
131	205	12	11	
131	199	12	11	
131	194	11	11	
134	191	12	12	
137	188	14	12	
139	184	16	13	
142	181	18	14	
147	185	17	14	
153	190	16	14	
158	194	15	14	
163	199	14	14	
165	204	13	13	
168	210	13	12	
170	215	12	11	
172	220	11	11	
174	226	11	10	
175	218	11	9	
176	210	11	9	
177	203	11	9	
178	195	11	9	
179	187	11	9	
178	186	12	10	
177	185	12	11	
176	184	13	11	
175	183	13	12	
174	182	14	13	
171	188	14	13	
168	195	15	14	
165	201	15	14	
162	208	16	15	
159	214	16	15	
156	214	15	15	
152	215	15	14	
149	215	14	14	
145	215	13	13	
142	215	13	13	
139	215	12	13	
136	212	12	13	
133	210	13	13	
130	207	13	13	
127	205	14	13	
124	202	14	13	
122	207	14	13	
121	212	14	12	
119	216	14	12	
118	221	13	11	
116	226	13	11	
117	222	13	11	
118	218	12	11	
120	214	12	10	
121	210	11	10	
122	206	11	10	
123	202	11	10	
123	196	11	11	
124	191	12	12	
124	185	12	13	
125	180	13	14	
125	174	14	16	
129	174	13	15	
133	173	13	14	
137	172	12	14	
141	171	12	13	
145	171	11	13	
149	176	11	13	
154	180	12	13	
159	185	12	13	
164	190	12	14	
169	195	13	14	
173	202	13	14	
176	208	13	13	
180	215	13	12	
183	222	13	12	
187	229	13	11	
188	220	13	12	
190	211	13	13	
192	202	14	14	
193	193	14	15	
195	184	14	16	
195	181	14	16	
195	178	14	16	
195	176	14	16	
194	173	14	16	
194	170	14	15	
195	175	14	15	
195	179	14	15	
195	183	14	14	
195	188	14	14	
196	192	14	13	
190	199	14	13	
185	206	14	12	
